age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
85,services,divorced,secondary,no,27135,yes,yes,telephone,24,may,1685,28,348,11,success,yes
38,retired,married,unknown,no,32134,no,no,telephone,4,mar,711,27,138,2,unknown,no
35,student,divorced,unknown,no,66222,no,no,cellular,15,jan,880,40,300,8,success,yes
56,blue-collar,married,unknown,no,-986,yes,yes,cellular,17,mar,14,17,54,16,other,no
32,retired,divorced,tertiary,no,37433,no,no,cellular,2,mar,1428,21,84,6,other,no
70,student,married,tertiary,no,7325,no,no,unknown,11,oct,332,38,314,15,success,no
55,admin.,married,tertiary,no,6173,yes,no,cellular,9,nov,2875,10,81,2,unknown,no
65,admin.,single,primary,no,34957,no,yes,telephone,8,sep,2590,40,313,2,other,no
69,unemployed,married,primary,no,-429,no,no,unknown,3,nov,792,26,205,7,other,no
89,unknown,divorced,unknown,no,78266,no,no,telephone,2,jul,1533,37,268,4,other,no
45,unemployed,married,primary,no,67885,yes,no,telephone,2,jan,1791,47,217,18,success,no
33,unknown,married,primary,no,20016,yes,no,unknown,2,jul,1508,5,315,11,unknown,no
33,blue-collar,single,secondary,no,34079,yes,no,cellular,1,jun,2444,7,19,5,failure,no
52,housemaid,divorced,tertiary,no,38896,no,yes,cellular,28,feb,2898,6,361,18,success,no
34,technician,single,secondary,no,72221,yes,no,cellular,22,oct,751,5,53,7,failure,no
90,admin.,married,secondary,no,16205,yes,no,telephone,17,mar,1587,37,256,13,success,no
69,self-employed,divorced,primary,no,32967,no,no,telephone,25,dec,1105,41,275,19,success,yes
29,blue-collar,married,unknown,no,23467,yes,no,unknown,17,jul,1322,33,36,8,failure,no
65,blue-collar,married,unknown,no,55382,yes,no,cellular,18,nov,224,40,380,9,failure,no
39,housemaid,divorced,secondary,no,37290,yes,no,cellular,9,sep,54,16,390,18,failure,no
66,self-employed,single,secondary,no,12913,no,no,cellular,25,aug,1595,7,151,13,unknown,no
69,unknown,single,secondary,no,48272,no,no,cellular,27,jan,2061,22,38,9,other,no
18,admin.,single,primary,no,42487,no,no,unknown,29,apr,293,12,297,17,other,no
83,self-employed,married,secondary,no,45556,yes,yes,cellular,13,dec,121,9,62,8,failure,no
81,admin.,divorced,tertiary,no,15500,no,no,unknown,21,may,1939,43,90,17,other,no
25,student,divorced,secondary,no,77505,yes,no,telephone,5,apr,2216,47,345,10,failure,yes
42,student,single,secondary,yes,28817,yes,yes,unknown,18,apr,1236,3,386,17,success,no
83,unknown,single,secondary,no,34684,no,no,telephone,21,dec,1489,23,60,3,other,no
90,student,married,tertiary,no,-3611,yes,no,telephone,18,oct,1532,45,46,4,success,no
90,blue-collar,divorced,primary,no,45308,no,no,unknown,18,may,732,8,8,17,other,no
94,retired,single,tertiary,no,19287,no,no,unknown,17,apr,2239,15,218,9,failure,no
87,self-employed,married,tertiary,no,6318,no,no,cellular,22,oct,2519,1,200,9,failure,no
68,blue-collar,married,tertiary,no,41019,yes,no,cellular,26,nov,631,30,6,13,unknown,no
70,blue-collar,single,unknown,no,36852,no,yes,cellular,10,apr,2494,2,311,13,unknown,no
32,management,divorced,secondary,no,74972,yes,yes,telephone,11,mar,2025,42,234,13,other,no
67,unknown,single,tertiary,no,12571,yes,yes,cellular,15,may,1945,12,296,1,success,no
88,entrepreneur,married,primary,no,3614,yes,yes,telephone,4,dec,550,4,264,18,success,no
92,retired,married,secondary,no,-2579,yes,no,unknown,27,may,1953,12,104,0,failure,no
55,blue-collar,married,unknown,no,61252,no,no,unknown,8,oct,2831,28,312,3,failure,no
57,technician,single,unknown,no,17446,no,no,telephone,11,apr,406,45,123,6,other,no
83,admin.,divorced,unknown,no,68360,no,no,telephone,4,jul,1651,4,134,9,unknown,no
56,entrepreneur,single,unknown,no,47802,no,no,cellular,21,jan,759,34,145,3,other,no
91,blue-collar,single,unknown,no,52568,yes,no,unknown,30,apr,49,3,321,8,success,no
34,housemaid,single,secondary,no,27659,no,yes,unknown,17,dec,295,24,93,1,unknown,no
24,retired,single,unknown,yes,63197,yes,yes,telephone,26,jan,2470,3,6,8,failure,yes
56,entrepreneur,married,secondary,no,48914,no,no,unknown,12,may,56,19,104,18,other,no
85,unemployed,divorced,tertiary,no,67470,yes,yes,unknown,11,nov,2380,38,244,2,failure,no
52,self-employed,married,unknown,no,59702,no,no,telephone,17,dec,2429,43,175,9,other,no
68,unknown,married,unknown,no,21976,no,no,cellular,9,jan,1862,18,353,14,unknown,no
64,admin.,divorced,primary,no,61760,no,no,telephone,7,feb,531,49,308,12,success,no
53,unemployed,single,secondary,no,33305,no,no,unknown,4,feb,1171,9,82,2,success,no
81,management,single,secondary,no,61777,yes,yes,telephone,23,jan,1067,30,21,2,success,no
30,blue-collar,single,unknown,no,-174,no,no,unknown,7,jun,2306,49,56,16,unknown,no
35,housemaid,divorced,primary,no,51685,yes,no,cellular,30,may,2728,21,323,6,unknown,no
38,housemaid,single,primary,no,33908,no,no,cellular,4,dec,2320,44,323,15,other,no
82,housemaid,divorced,tertiary,no,59866,no,no,unknown,5,oct,643,3,255,14,unknown,no
25,retired,single,primary,no,47273,no,no,cellular,5,jun,2970,23,163,2,failure,no
65,management,divorced,secondary,no,7551,no,no,telephone,24,oct,2652,14,344,7,other,no
60,blue-collar,married,tertiary,no,29240,no,no,unknown,4,apr,1983,21,124,5,success,no
70,unknown,divorced,unknown,no,19937,yes,yes,cellular,9,aug,504,9,120,12,success,no
44,retired,divorced,primary,no,73266,yes,no,telephone,12,mar,2837,35,373,5,unknown,yes
36,student,married,unknown,no,46547,no,no,telephone,11,mar,666,14,75,14,failure,no
40,unknown,divorced,unknown,no,78052,no,no,unknown,12,mar,1675,31,25,17,unknown,yes
67,retired,divorced,tertiary,no,30717,yes,no,unknown,14,may,1120,8,375,11,failure,yes
68,entrepreneur,single,tertiary,no,6820,yes,no,unknown,16,dec,47,22,344,10,unknown,no
60,unknown,divorced,primary,no,62217,no,no,cellular,24,jun,145,19,45,9,success,yes
68,retired,divorced,secondary,no,-3437,yes,no,unknown,7,jan,2891,42,382,15,failure,no
86,admin.,single,primary,no,49798,no,no,cellular,9,nov,437,32,354,1,success,no
58,retired,married,tertiary,no,17815,no,no,cellular,30,mar,1282,1,271,11,unknown,no
89,retired,married,secondary,no,72857,yes,yes,unknown,14,jun,2936,37,139,2,other,no
28,retired,divorced,unknown,no,8683,no,no,unknown,3,may,764,38,4,3,success,no
69,student,married,secondary,no,6496,no,no,telephone,20,sep,836,2,98,6,other,no
40,services,single,primary,no,6183,no,no,telephone,4,dec,1552,33,169,14,unknown,yes
66,student,divorced,tertiary,no,13583,no,no,unknown,17,oct,2991,43,194,15,failure,yes
55,student,divorced,secondary,no,66928,yes,no,cellular,16,oct,187,35,325,1,other,no
64,housemaid,divorced,tertiary,no,61221,no,no,cellular,26,oct,1004,11,210,9,success,no
89,retired,married,tertiary,no,41106,no,yes,unknown,13,sep,2532,49,388,13,failure,no
24,student,married,secondary,no,46183,no,no,telephone,24,sep,1409,15,14,7,unknown,no
83,technician,married,primary,no,54648,no,no,telephone,2,apr,1489,21,287,1,unknown,no
94,retired,married,secondary,no,19841,yes,no,telephone,16,sep,1054,23,397,19,unknown,yes
79,housemaid,married,secondary,no,16787,no,no,cellular,14,apr,207,20,273,2,success,no
46,entrepreneur,single,primary,no,28459,yes,no,cellular,2,jan,1226,38,132,15,failure,no
55,blue-collar,single,primary,no,58915,yes,no,cellular,9,jan,915,29,81,1,other,yes
50,housemaid,married,tertiary,no,38905,no,no,telephone,27,feb,380,37,41,8,other,yes
46,unemployed,single,tertiary,no,50688,no,no,cellular,25,jun,2235,15,217,8,other,no
40,technician,married,tertiary,no,75036,no,no,unknown,10,aug,2200,6,168,18,unknown,yes
20,admin.,divorced,tertiary,no,16459,yes,no,cellular,17,mar,116,24,67,16,other,no
62,services,single,unknown,no,58397,yes,no,cellular,30,sep,1260,10,79,8,success,no
25,self-employed,divorced,tertiary,no,5429,yes,no,telephone,3,jan,526,7,207,12,success,no
46,management,married,tertiary,no,13698,yes,yes,cellular,27,apr,1370,46,392,0,unknown,no
19,housemaid,single,primary,no,46774,yes,no,telephone,26,jun,330,16,244,4,other,no
67,retired,single,unknown,no,-2311,yes,no,unknown,24,mar,112,29,227,19,other,no
82,technician,divorced,secondary,no,75331,no,no,cellular,6,oct,2045,45,245,1,failure,no
37,unknown,married,unknown,no,-2111,yes,no,cellular,18,jan,269,2,84,15,success,no
69,retired,single,tertiary,no,31988,no,no,unknown,12,may,460,47,182,9,failure,no
54,technician,married,unknown,no,28290,no,yes,unknown,30,jul,61,16,260,19,unknown,no
89,housemaid,single,unknown,no,-2998,no,no,telephone,14,jun,1054,6,31,13,failure,no
44,blue-collar,single,primary,no,46302,no,no,telephone,14,nov,1081,38,394,13,unknown,no
64,student,single,secondary,no,17177,yes,no,cellular,3,jul,2822,25,131,7,other,no
23,student,single,tertiary,no,48474,no,yes,cellular,19,jan,2370,19,397,0,unknown,no
77,student,married,primary,no,52902,yes,no,cellular,17,dec,2165,39,380,14,other,no
62,retired,married,unknown,no,77397,yes,no,telephone,8,sep,841,17,272,3,other,no
61,technician,married,primary,no,47102,no,no,telephone,18,oct,2490,27,88,11,other,no
35,unemployed,divorced,unknown,no,36390,no,yes,unknown,4,nov,2562,16,233,17,unknown,no
82,unemployed,married,unknown,no,23841,no,no,telephone,2,may,1319,13,224,9,success,no
42,technician,single,secondary,no,59269,yes,no,unknown,3,sep,1886,34,183,15,failure,no
44,unknown,single,unknown,no,66892,yes,yes,telephone,22,mar,397,31,57,13,unknown,yes
24,blue-collar,divorced,unknown,no,34860,no,yes,telephone,24,jan,2118,24,119,1,failure,no
61,unknown,single,secondary,no,26851,no,no,cellular,16,nov,1593,36,60,5,success,yes
46,unknown,divorced,primary,no,10294,no,no,unknown,7,jul,1416,19,190,9,unknown,no
61,services,married,tertiary,no,24143,yes,yes,cellular,24,may,2421,24,278,4,failure,no
53,entrepreneur,divorced,tertiary,no,51103,no,yes,telephone,10,may,1686,4,100,7,failure,no
36,retired,single,primary,no,19824,no,no,unknown,22,apr,2922,22,57,6,unknown,no
23,entrepreneur,divorced,secondary,no,12493,no,no,unknown,27,aug,2629,13,318,19,unknown,no
42,unemployed,single,primary,no,18149,yes,no,cellular,12,nov,2538,26,39,7,failure,no
48,self-employed,married,tertiary,no,23778,no,no,cellular,25,apr,2586,37,111,6,other,no
26,entrepreneur,divorced,primary,no,19528,no,no,unknown,27,apr,2880,49,387,8,other,no
91,student,married,primary,no,41186,yes,no,cellular,9,nov,2208,39,372,7,other,no
54,admin.,single,tertiary,no,40690,yes,no,telephone,4,mar,1115,33,122,0,failure,no
44,blue-collar,single,primary,no,77721,yes,no,cellular,10,nov,350,41,301,2,failure,no
30,self-employed,single,secondary,no,45204,no,no,telephone,10,oct,2521,40,389,16,unknown,no
58,student,single,tertiary,no,62135,yes,no,unknown,4,may,2008,5,354,6,other,yes
83,services,single,tertiary,no,42888,no,yes,telephone,26,nov,1963,37,116,10,failure,no
41,retired,single,tertiary,no,43752,yes,no,cellular,16,nov,1810,17,89,18,success,no
61,technician,married,primary,no,-2824,no,no,telephone,27,dec,1527,8,2,11,failure,no
77,self-employed,married,tertiary,no,29302,yes,no,telephone,15,aug,843,35,399,2,failure,no
26,management,married,secondary,no,52812,yes,yes,cellular,27,mar,252,42,324,4,unknown,no
19,blue-collar,married,unknown,no,37968,no,yes,telephone,16,nov,349,34,316,14,other,no
73,admin.,divorced,primary,no,34370,no,no,telephone,20,aug,1314,17,354,2,other,no
47,technician,single,primary,no,56390,no,yes,unknown,28,aug,2321,20,18,14,other,no
39,technician,divorced,secondary,no,2528,yes,no,unknown,6,jul,2590,3,100,4,other,no
92,housemaid,divorced,secondary,no,62088,no,yes,telephone,28,feb,2648,23,289,13,unknown,yes
30,self-employed,single,tertiary,no,21930,yes,yes,telephone,9,jan,2968,39,24,17,success,no
88,student,married,primary,no,9570,no,no,telephone,17,mar,1723,3,78,1,failure,no
33,retired,divorced,tertiary,no,45861,yes,yes,telephone,13,jun,1306,40,225,13,unknown,no
62,retired,single,primary,no,17357,no,no,cellular,9,nov,1026,43,157,5,other,no
82,blue-collar,single,unknown,no,47330,no,no,telephone,14,jan,113,46,355,13,unknown,no
28,unknown,divorced,primary,no,9945,no,yes,cellular,8,dec,1721,6,207,2,failure,no
87,services,divorced,secondary,no,11614,no,yes,telephone,15,sep,465,14,257,4,other,yes
37,housemaid,married,tertiary,no,48188,no,no,unknown,27,oct,2650,6,261,7,other,no
80,services,single,primary,no,47209,no,no,unknown,28,jul,203,21,345,7,success,no
29,management,single,tertiary,no,38200,yes,no,cellular,26,jan,159,33,354,10,success,no
79,student,married,primary,no,9148,yes,no,unknown,10,apr,2942,9,178,12,other,no
59,housemaid,divorced,tertiary,no,50066,yes,no,cellular,27,mar,978,14,161,2,unknown,no
86,unknown,single,primary,no,44587,no,no,cellular,5,may,1530,20,350,2,failure,no
75,entrepreneur,married,tertiary,yes,-2067,no,yes,cellular,25,dec,2766,14,141,5,other,no
22,blue-collar,single,unknown,no,73167,yes,no,telephone,3,apr,336,44,257,10,unknown,no
44,entrepreneur,single,unknown,no,3445,yes,no,unknown,20,feb,1118,17,73,8,failure,yes
45,admin.,divorced,tertiary,no,57474,no,yes,unknown,6,nov,270,40,371,10,failure,no
43,management,single,secondary,no,6195,yes,no,telephone,11,may,1229,9,267,12,unknown,no
66,unknown,divorced,tertiary,yes,34369,no,yes,cellular,23,may,407,12,290,2,other,no
38,self-employed,single,unknown,no,65903,no,no,cellular,30,jun,2003,46,74,1,other,no
18,management,single,secondary,no,28236,no,yes,telephone,29,aug,2864,35,261,1,success,no
75,technician,single,secondary,no,31954,yes,no,unknown,27,feb,304,3,355,11,failure,no
72,technician,married,tertiary,no,24841,yes,no,telephone,2,sep,2399,13,164,11,failure,no
43,self-employed,divorced,unknown,no,79377,no,no,unknown,29,apr,2806,44,55,7,failure,yes
42,unknown,married,primary,no,27437,yes,no,telephone,7,dec,1843,45,172,4,unknown,yes
94,housemaid,single,secondary,no,28010,no,no,cellular,13,oct,542,36,150,12,success,no
50,blue-collar,divorced,tertiary,no,63138,no,yes,telephone,27,jul,734,14,55,19,other,no
89,unemployed,married,unknown,yes,53333,yes,yes,telephone,18,jan,105,32,202,13,other,no
86,self-employed,married,unknown,no,42875,yes,no,telephone,17,jul,1948,7,291,0,other,no
23,self-employed,divorced,tertiary,no,68887,no,yes,cellular,30,sep,1077,46,13,0,success,no
40,management,divorced,tertiary,no,22042,no,no,telephone,5,sep,479,34,139,17,other,no
47,services,married,primary,no,16658,yes,no,cellular,27,jul,2145,45,163,8,unknown,no
71,services,divorced,secondary,no,37281,no,no,unknown,10,jun,549,5,372,1,success,no
28,retired,single,unknown,no,66682,no,no,unknown,29,may,105,21,370,11,other,no
48,self-employed,married,secondary,no,10662,no,no,unknown,14,aug,96,20,187,2,unknown,yes
23,blue-collar,divorced,primary,no,10713,no,yes,telephone,28,oct,735,28,238,11,success,no
28,technician,divorced,secondary,no,43183,yes,no,unknown,30,dec,524,12,316,2,failure,no
94,unemployed,divorced,primary,no,48077,yes,yes,cellular,4,sep,910,21,373,13,other,no
29,unemployed,single,tertiary,no,34063,no,no,cellular,15,dec,717,18,18,4,unknown,no
83,admin.,married,secondary,no,11282,yes,no,telephone,29,jul,242,41,339,8,unknown,no
70,student,single,primary,no,36316,no,no,unknown,29,nov,2914,15,392,2,failure,no
53,unemployed,divorced,secondary,no,27971,yes,yes,unknown,18,feb,86,26,23,13,failure,yes
34,management,married,primary,no,73613,no,yes,unknown,8,nov,824,6,35,9,success,no
45,management,divorced,unknown,no,74298,no,no,unknown,8,jul,219,28,153,1,success,no
39,services,married,unknown,no,48521,no,yes,cellular,8,oct,2094,16,105,14,success,no
24,housemaid,divorced,secondary,no,66631,no,no,unknown,21,jul,2302,21,124,12,other,no
32,services,single,tertiary,no,74106,yes,no,cellular,22,jul,928,8,211,3,failure,no
28,management,single,secondary,no,65501,no,no,cellular,10,jul,2907,19,153,9,unknown,no
41,services,married,secondary,no,20841,no,no,cellular,29,sep,954,26,372,13,other,no
84,entrepreneur,single,primary,no,18218,yes,no,telephone,7,oct,836,27,397,16,other,no
47,entrepreneur,married,unknown,no,46218,no,no,unknown,22,sep,1437,19,85,5,success,no
87,unknown,divorced,unknown,no,46785,yes,no,cellular,15,feb,8,38,140,4,success,no
83,entrepreneur,single,secondary,no,53284,yes,no,telephone,18,sep,60,21,43,9,failure,no
78,retired,divorced,unknown,no,17654,no,no,telephone,28,jul,1926,11,173,3,success,no
58,unemployed,single,secondary,no,41950,no,no,cellular,5,aug,2266,15,45,18,success,yes
68,student,divorced,primary,no,4353,no,no,telephone,14,jun,558,47,283,5,unknown,no
61,services,single,primary,no,10221,yes,no,telephone,23,sep,1812,36,204,12,other,no
30,entrepreneur,single,secondary,no,42869,yes,no,unknown,7,dec,2991,11,332,4,unknown,no
29,unknown,divorced,primary,no,16810,no,yes,cellular,14,aug,2701,5,142,16,success,no
26,technician,single,unknown,no,-2346,no,no,telephone,22,mar,287,34,76,8,failure,no
65,entrepreneur,married,primary,no,28420,no,no,telephone,11,feb,2605,11,206,0,other,no
66,blue-collar,divorced,unknown,no,19113,yes,no,telephone,30,aug,1766,31,257,5,other,no
70,technician,married,unknown,no,19690,yes,no,telephone,1,oct,1157,13,126,19,success,no
73,student,married,primary,yes,47928,no,no,cellular,11,sep,1288,24,85,9,failure,no
57,blue-collar,divorced,tertiary,no,49372,no,no,unknown,18,aug,2829,13,95,15,failure,no
41,self-employed,married,primary,no,78026,yes,yes,telephone,11,jan,1985,32,183,11,unknown,no
89,unknown,married,unknown,no,76314,yes,no,unknown,18,sep,1437,32,338,14,other,yes
50,technician,married,primary,no,57569,no,yes,unknown,9,nov,1102,2,77,3,success,no
40,services,married,secondary,no,14597,yes,no,unknown,12,apr,1122,39,283,8,failure,no
94,self-employed,married,primary,no,29767,yes,no,unknown,27,nov,2870,7,346,0,failure,no
71,retired,divorced,primary,no,73713,no,no,telephone,28,jul,1496,48,14,1,other,no
70,admin.,divorced,primary,no,26810,yes,no,cellular,8,dec,694,31,62,16,unknown,no
66,housemaid,married,primary,no,40327,no,no,unknown,7,aug,2333,21,159,0,unknown,yes
66,unknown,married,tertiary,no,-2275,no,yes,unknown,26,dec,2029,29,257,18,other,no
77,services,married,primary,no,183,no,no,unknown,8,jun,318,32,246,13,unknown,yes
82,student,married,unknown,no,52531,no,no,cellular,29,jun,177,48,24,8,unknown,no
49,admin.,divorced,secondary,no,2782,no,no,telephone,23,apr,741,32,73,4,failure,no
38,blue-collar,divorced,unknown,no,20206,yes,no,unknown,18,jan,949,32,316,14,other,no
35,admin.,married,tertiary,no,34260,yes,no,telephone,18,mar,2019,32,239,7,other,no
77,services,married,tertiary,no,60213,yes,no,telephone,26,jul,2089,29,113,7,failure,no
30,unemployed,divorced,primary,no,29097,no,no,cellular,20,oct,453,28,293,10,other,yes
41,management,married,unknown,no,-3924,no,no,telephone,30,jun,1956,9,151,3,unknown,no
47,housemaid,married,secondary,no,28570,yes,yes,telephone,20,jun,631,34,221,3,unknown,no
19,unemployed,married,tertiary,no,44036,yes,no,unknown,27,may,2234,34,41,8,success,no
42,retired,single,unknown,no,56155,yes,no,cellular,18,jul,1759,28,10,6,success,no
67,housemaid,married,unknown,no,49146,yes,no,cellular,7,sep,214,31,23,1,unknown,no
31,services,married,unknown,no,69031,no,yes,unknown,13,apr,317,47,243,12,success,no
23,self-employed,divorced,primary,no,6434,yes,no,cellular,10,mar,2952,41,156,12,unknown,no
93,entrepreneur,married,primary,no,9566,yes,no,cellular,7,oct,2537,9,4,16,other,yes
47,entrepreneur,married,primary,no,25017,yes,yes,telephone,6,apr,45,46,149,10,unknown,no
47,management,married,secondary,no,-228,no,no,telephone,30,jan,1525,22,15,3,other,no
55,admin.,single,tertiary,no,32272,yes,no,telephone,18,jul,1755,41,155,15,other,no
75,management,divorced,tertiary,no,54903,yes,no,telephone,20,dec,2922,22,178,11,success,no
58,housemaid,married,primary,no,3095,yes,no,telephone,22,jun,57,23,69,10,other,no
74,unknown,married,primary,no,74061,yes,no,cellular,14,aug,1927,16,317,3,failure,no
53,admin.,divorced,unknown,no,72446,yes,no,cellular,17,oct,2648,7,291,12,other,no
81,services,single,tertiary,no,22778,yes,no,unknown,18,aug,2047,7,75,12,other,no
33,entrepreneur,single,primary,no,1094,no,no,unknown,16,oct,1096,17,244,2,other,no
89,services,single,unknown,no,23156,yes,no,unknown,23,oct,2473,43,378,14,other,no
31,technician,single,primary,no,68097,no,no,cellular,24,jul,1439,19,397,5,unknown,no
48,admin.,married,secondary,no,23756,no,yes,unknown,8,jan,2841,46,7,0,unknown,no
83,housemaid,married,tertiary,no,-4779,yes,no,unknown,3,apr,1185,43,370,17,success,no
85,self-employed,married,secondary,no,65522,no,no,telephone,9,apr,1875,46,247,15,success,no
82,unknown,single,primary,no,30623,no,no,telephone,5,jan,321,31,161,2,success,no
72,services,married,primary,no,71573,yes,no,telephone,3,may,1028,6,337,8,success,no
57,unemployed,divorced,tertiary,no,25,yes,no,cellular,2,mar,1252,11,365,15,success,no
42,unknown,divorced,secondary,no,69874,yes,no,unknown,28,jan,1240,41,1,15,other,no
42,services,divorced,unknown,no,34873,yes,no,unknown,23,jul,761,16,358,17,other,yes
20,entrepreneur,single,unknown,no,27307,yes,no,telephone,12,feb,329,3,391,4,success,no
86,housemaid,married,primary,no,58804,no,no,unknown,29,jan,2388,29,212,0,failure,yes
43,student,married,tertiary,no,39737,no,no,telephone,29,dec,287,47,268,9,other,no
57,entrepreneur,single,unknown,no,47278,yes,no,cellular,16,dec,1967,23,1,2,failure,no
55,retired,divorced,primary,no,27424,yes,no,cellular,5,dec,385,13,235,2,success,no
55,self-employed,single,unknown,no,25124,yes,no,cellular,28,jul,456,24,100,10,unknown,no
85,unknown,divorced,secondary,no,47572,no,no,cellular,26,jun,2220,28,209,18,success,no
24,student,single,secondary,no,5231,yes,no,cellular,22,mar,1461,3,30,6,failure,no
47,technician,single,tertiary,no,7564,yes,no,cellular,8,jun,1291,47,83,13,success,no
36,blue-collar,married,tertiary,no,-3765,no,no,telephone,4,may,451,36,90,8,success,no
52,entrepreneur,divorced,primary,no,41493,yes,no,unknown,17,jul,1744,31,248,9,unknown,yes
50,technician,married,secondary,no,26737,yes,yes,telephone,17,feb,197,5,197,0,unknown,no
50,blue-collar,single,primary,no,23564,no,no,telephone,22,feb,835,30,227,10,unknown,no
55,unemployed,divorced,secondary,no,52867,yes,no,unknown,5,jan,1538,20,323,16,other,no
27,housemaid,married,unknown,no,12948,no,no,telephone,27,jan,893,26,31,6,unknown,no
74,self-employed,single,unknown,no,23132,no,no,telephone,23,jan,357,42,320,3,success,yes
45,housemaid,divorced,secondary,no,69428,no,no,telephone,25,nov,236,45,343,13,success,no
55,technician,married,primary,no,64441,no,no,cellular,26,mar,2453,30,337,13,failure,no
33,admin.,single,primary,no,68722,yes,no,telephone,24,jul,1752,8,292,14,other,no
38,unemployed,single,primary,no,59265,no,no,telephone,21,may,1329,34,249,17,failure,no
23,blue-collar,single,unknown,no,30250,no,no,cellular,6,aug,810,16,290,11,other,no
58,unknown,married,unknown,no,67980,yes,no,unknown,5,apr,2504,24,242,10,unknown,no
32,unknown,married,secondary,no,8538,yes,no,telephone,26,aug,456,16,204,6,unknown,no
20,unknown,married,secondary,no,35151,yes,no,unknown,4,nov,2031,21,365,5,unknown,no
60,student,single,tertiary,no,53942,no,yes,telephone,27,jun,481,25,354,9,failure,no
64,management,single,unknown,no,66061,yes,no,cellular,27,nov,2336,33,45,12,success,no
31,self-employed,married,unknown,no,65408,no,yes,cellular,3,oct,2513,10,156,19,other,no
83,self-employed,divorced,secondary,no,16013,no,yes,cellular,29,apr,2935,43,183,4,failure,no
46,housemaid,married,tertiary,yes,36992,yes,no,telephone,14,dec,1741,38,371,13,unknown,no
21,admin.,divorced,secondary,no,44286,yes,no,telephone,9,aug,2307,5,199,13,failure,no
43,unemployed,single,unknown,no,11183,no,no,telephone,13,mar,2293,33,224,4,failure,no
29,retired,single,tertiary,no,47889,no,no,telephone,27,mar,127,7,358,9,unknown,no
19,retired,divorced,secondary,no,9001,yes,no,cellular,12,aug,697,21,52,12,other,no
34,blue-collar,married,unknown,no,29240,yes,no,unknown,26,feb,2376,42,385,19,unknown,no
52,technician,single,primary,no,37705,no,no,telephone,18,sep,1233,9,300,16,unknown,no
27,self-employed,divorced,primary,no,37913,yes,no,cellular,9,oct,806,9,280,4,success,no
60,self-employed,single,primary,no,48548,no,no,telephone,16,dec,2725,29,322,6,failure,no
38,services,married,unknown,no,20736,yes,no,cellular,1,feb,376,7,274,15,other,no
32,self-employed,married,tertiary,no,-529,yes,no,cellular,30,jun,462,44,33,15,success,no
52,housemaid,divorced,unknown,no,61754,yes,no,telephone,5,apr,2241,24,26,6,failure,yes
77,management,divorced,unknown,no,53565,no,no,unknown,12,aug,2860,16,162,13,other,yes
61,blue-collar,married,tertiary,no,857,yes,no,cellular,12,oct,1469,30,224,5,success,no
22,services,divorced,unknown,no,3049,no,no,telephone,30,jul,2270,23,73,17,unknown,no
90,services,married,unknown,no,56317,yes,no,telephone,6,apr,1120,19,85,14,failure,yes
35,housemaid,single,primary,no,59193,yes,no,unknown,8,mar,2523,11,295,6,failure,no
38,housemaid,divorced,primary,no,-3623,no,no,unknown,22,dec,2461,6,389,5,success,no
89,services,single,secondary,yes,7748,yes,no,unknown,3,dec,2739,37,81,6,other,no
91,services,married,tertiary,no,42085,no,no,unknown,27,jul,2014,39,49,11,unknown,no
68,blue-collar,divorced,tertiary,no,37700,yes,no,telephone,29,sep,791,37,167,18,success,no
58,admin.,single,tertiary,no,9340,no,no,unknown,28,jan,1072,46,235,14,unknown,no
41,retired,divorced,unknown,no,15459,no,no,cellular,11,apr,1927,48,84,2,failure,no
41,housemaid,single,secondary,no,53435,no,yes,unknown,20,mar,1057,19,320,2,failure,yes
55,housemaid,married,tertiary,no,-3465,yes,no,unknown,10,jan,2486,18,220,17,unknown,no
61,entrepreneur,single,unknown,no,26200,no,no,telephone,25,sep,2699,10,349,6,failure,no
74,blue-collar,married,tertiary,no,43272,no,no,unknown,10,jan,652,18,262,13,unknown,no
76,housemaid,divorced,unknown,no,61238,yes,no,telephone,15,jun,1091,43,1,0,failure,no
51,services,divorced,primary,no,73175,no,no,cellular,3,nov,1414,20,126,2,unknown,no
92,housemaid,divorced,primary,no,23465,no,no,unknown,19,jun,137,15,252,1,unknown,no
40,entrepreneur,divorced,unknown,no,60470,no,no,telephone,15,jul,2373,40,305,16,success,no
60,student,married,tertiary,no,51581,no,no,telephone,23,apr,1993,45,186,9,failure,yes
57,admin.,divorced,primary,no,66119,no,no,unknown,25,jan,2892,46,169,15,success,no
64,housemaid,married,secondary,no,49384,yes,no,telephone,17,sep,1816,2,134,19,failure,no
58,entrepreneur,single,primary,no,47159,yes,no,unknown,16,mar,1741,42,221,7,success,no
64,entrepreneur,single,unknown,no,20421,no,no,cellular,5,apr,1619,23,320,12,unknown,no
37,blue-collar,divorced,tertiary,no,7370,no,yes,telephone,22,mar,1978,49,315,10,other,no
94,housemaid,married,tertiary,no,33978,yes,no,telephone,15,jul,473,27,303,6,success,no
82,entrepreneur,single,primary,no,70327,no,no,telephone,25,sep,1779,27,28,18,failure,no
85,technician,married,primary,no,35982,yes,no,telephone,24,feb,2017,21,222,5,other,no
41,blue-collar,single,primary,no,17601,yes,yes,cellular,11,mar,1433,12,232,3,failure,no
53,student,divorced,primary,no,59535,yes,no,telephone,23,mar,1006,27,257,19,unknown,yes
62,self-employed,single,tertiary,yes,2684,yes,no,unknown,24,sep,2432,30,371,8,success,no
